Company,Post Money Value,Total Equity Funding,Lead Investors Include,Country,Continent,Month,Year,Industry
Qumulo,1,347,BlackRock Private Equity Partners,United States,North America,10,2021,Media & Entertainment
Quora,2,226,"Collaborative Fund, Y Combinator",United States,North America,02,2018,Industrials
Rad Power Bikes,2,329,Fidelity Management and Research Company,United States,North America,11,2017,Healthcare & Life Sciences
Rakuten Securities,3,0,FXCM Asia,Japan,Asia,03,2021,Enterprise Tech
Ramp,6,967,"Sands Capital Ventures, Thrive Capital",United States,North America,03,2022,Enterprise Tech
Rapid,1,273,SoftBank Vision Fund,United States,North America,08,2018,Enterprise Tech
Rappi,5,2000,T. Rowe Price,Colombia,South America,12,2019,Consumer & Retail
Rapyd,15,770,"Tal Ventures, Target Global",United Kingdom,Europe,11,2021,Financial Services
Razor Group,1,255,L Catterton,Germany,Europe,10,2020,Consumer & Retail
Razorpay,7,742,"Alkeon Capital, Lone Pine Capital",India,Asia,10,2021,Financial Services
Rebel Foods,1,514,Mando Corporation,India,Asia,09,2021,Consumer & Retail
Rebellion Defense,1,150,"Insight Partners, Venrock",United States,North America,03,2021,Industrials
Recharge,2,277,Summit Partners,United States,North America,06,2022,Enterprise Tech
Recover,1,100,Goldman Sachs Asset Management,Spain,Europe,01,2015,Industrials
Red Ventures,1,250,Silver Lake,United States,North America,07,2017,Media & Entertainment
Reddit,10,1000,Fidelity Management and Research Company,United States,North America,09,2022,Media & Entertainment
Redesign Health,2,315,General Catalyst,United States,North America,08,2020,Healthcare & Life Sciences
Redis,2,356,Tiger Global Management,United States,North America,07,2021,Enterprise Tech
Redwood Materials,5,2000,"Capricorn Investment Group, Goldman Sachs Asset Management",United States,North America,12,2018,Industrials
REEF,1,2000,"Mubadala Capital Ventures, SoftBank",United States,North America,08,2021,Industrials
Reify Health,5,479,"Altimeter Capital, Coatue",United States,North America,11,2020,Healthcare & Life Sciences
Relativity,4,125,Silver Lake,United States,North America,03,2021,Industrials
Relativity Space,4,1000,Fidelity Management and Research Company,United States,North America,02,2022,Enterprise Tech
Reliance Retail,100,8000,Abu Dhabi Investment Authority,India,Asia,12,2021,Consumer & Retail
ReliaQuest,1,330,Kohlberg Kravis Roberts,United States,North America,11,2021,Enterprise Tech
Reltio,2,237,Brighton Park Capital,United States,North America,05,2022,Enterprise Tech
reMarkable,1,24,Spark Capital,Norway,Europe,07,2021,Consumer & Retail
Remote,3,496,SoftBank Vision Fund,United States,North America,04,2023,Enterprise Tech
Resilience,1,2000,Mubadala,United States,North America,05,2023,Healthcare & Life Sciences
Restaurant365,1,263,"Kohlberg Kravis Roberts, L Catterton",United States,North America,12,2021,Consumer & Retail
Retool,3,141,Sequoia Capital,United States,North America,04,2018,Enterprise Tech
Revolut,33,2000,Woodford Investment Management,United Kingdom,Europe,10,2017,Financial Services
Revolution Precrafted,1,15,500 Global,Philippines,Asia,01,2022,Industrials
RIDI,1,181,GIC,South Korea,Asia,03,2021,Media & Entertainment
Rightway,1,130,Khosla Ventures,United States,North America,06,2022,Healthcare & Life Sciences
Rimac Group,2,876,"Goldman Sachs, SoftBank Vision Fund",Croatia,Europe,12,2019,Industrials
Ripple,10,294,Tetragon Financial Group Limited,United States,North America,08,2020,Financial Services
Rippling,11,1000,Greenoaks,United States,North America,07,2019,Enterprise Tech
Rivigo,1,249,"Elevation Capital, Spring Canter Investment",India,Asia,07,2020,Industrials
Ro,7,1000,ShawSpring Partners,United States,North America,07,2021,Healthcare & Life Sciences
Rohlik,1,613,Sofina,Czech Republic,Europe,12,2021,Consumer & Retail
ROKT,2,487,Tiger Global Management,United States,North America,03,2022,Consumer & Retail
Roofstock,2,365,SoftBank Vision Fund,United States,North America,12,2021,Financial Services
RootCloud,1,195,IDG Capital,China,Asia,04,2022,Industrials
Rothy's,1,484,Alpargatas,United States,North America,08,2015,Consumer & Retail
Route,1,249,Craft Ventures,United States,North America,04,2017,Industrials
Ruipeng Pet Healthcare,4,37,Nestlé Health Science,China,Asia,05,2023,Healthcare & Life Sciences
Runway,2,237,Google,United States,North America,05,2021,Media & Entertainment
SAIC Mobility,1,193,SAIC Motor,China,Asia,04,2022,Transpotation 
Saks.com,2,500,Insight Partners,United States,North America,02,2022,Consumer & Retail
Salsify,2,453,TPG,United States,North America,04,2021,Consumer & Retail
Salt Security,1,271,CrowdStrike Falcon Fund,United States,North America,09,2022,Enterprise Tech
SambaNova Systems,5,1000,SoftBank Vision Fund,United States,North America,02,2021,Enterprise Tech
Savage X Fenty,1,310,Neuberger Berman,United States,North America,06,2021,Consumer & Retail
Saxo Bank,1,201,General Atlantic,Denmark,Europe,02,2022,Financial Services
Scalable Capital,1,314,Tencent,Germany,Europe,08,2019,Financial Services
Scalapay,1,443,Poste Italiane,Italy,Europe,02,2022,Financial Services
Scandit,1,273,Warburg Pincus,Switzerland,Europe,03,2023,Enterprise Tech
Scroll.io,2,80,Qiming Venture Partners,Seychelles,Africa,08,2022,Financial Services
SeatGeek,1,400,Accel,United States,North America,01,2022,Media & Entertainment
Securonix,1,1000,Vista Equity Partners,United States,North America,12,2018,Enterprise Tech
SeekOut,1,189,Tiger Global Management,United States,North America,12,2021,Enterprise Tech
Semios,1,183,Morningside Group,Canada,North America,04,2021,Agricultural
Semperis,1,240,Kohlberg Kravis Roberts,United States,North America,01,2021,Enterprise Tech
Sendbird,1,221,Steadfast Financial,United States,North America,02,2021,Enterprise Tech
sennder,1,340,Baillie Gifford,Germany,Europe,11,2018,Industrials
ServiceTitan,10,1000,Thoma Bravo,United States,North America,04,2021,Industrials
SFCC,2,817,"Chengtong Mixed Reform, National Green Development Fund",China,Asia,07,2018,Industrials
ShareChat,5,2000,Times Internet,India,Asia,08,2021,Media & Entertainment
Shein,66,4000,"General Atlantic, Mubadala",China,Asia,05,2021,Consumer & Retail
Shield AI,3,678,"Riot Ventures, US Innovative Technology Fund",United States,North America,01,2023,Industrials
Shift Technology,1,540,"Advent International, Guidewire Software",France,Europe,06,2021,Insurance
ShiftKey,2,300,Lorient Capital,United States,North America,06,2021,Healthcare & Life Sciences
ShipBob,1,331,Bain Capital Ventures,United States,North America,08,2022,Consumer & Retail
Shiprocket,1,399,McKinsey & Company,India,Asia,03,2021,Consumer & Retail
Shouqi Limousine & Chauffeur,1,140,"Baidu, NIO Capital",China,Asia,01,2021,Transpotation 
SiEngine Technology,1,220,Sequoia Capital China,China,Asia,03,2022,Transpotation 
Sierra Space,5,2000,"Kanematsu Corporation, MUFG Bank",United States,North America,04,2021,Enterprise Tech
Sift,1,157,Insight Partners,United States,North America,04,2021,Enterprise Tech
Sightline Payments,1,348,JP Morgan,United States,North America,04,2019,Financial Services
Signifyd,1,390,Owl Rock Capital,United States,North America,06,2021,Consumer & Retail
Sila Nanotechnologies,3,880,Coatue,United States,North America,07,2022,Industrials
Singulato Motors,3,1000,ITOCHU Corporation,China,Asia,01,2020,Transpotation 
Sisense,1,275,Insight Partners,United States,North America,04,2021,Enterprise Tech
Skims,4,701,Wellington Management,United States,North America,10,2021,Consumer & Retail
SKIO Matrix,1,299,IDG Capital,China,Asia,02,2020,Industrials
Sky Mavis,2,311,Binance,Vietnam,Asia,02,2021,Media & Entertainment
Skydance Media,4,675,Kohlberg Kravis Roberts,United States,North America,11,2021,Media & Entertainment
Skydio,2,570,Linse Capital,United States,North America,06,2021,Industrials
slice,2,299,Tiger Global Management,India,Asia,06,2021,Financial Services
SmartHR,2,190,Light Street Capital,Japan,Asia,06,2021,Enterprise Tech
SmartMi International Limited,1,50,GIC,China,Asia,08,2019,Consumer & Retail
SmartMore Corporation Limited,1,300,Hermitage Capital,China,Asia,07,2021,Industrials
SmartNews,2,410,"Asian Capital Alliance, Japan Post Capital",Japan,Asia,05,2014,Media & Entertainment
SmartRecruiters,2,225,Silver Lake Waterman,United States,North America,05,2021,Enterprise Tech
Snapdeal,7,2000,Anand Piramal,India,Asia,12,2021,Consumer & Retail
Snapdocs,2,253,Tiger Global Management,United States,North America,08,2021,Financial Services
SnapLogic,1,371,Sixth Street,United States,North America,01,2020,Enterprise Tech
Snorkel AI,1,135,"Addition, BlackRock",United States,North America,03,2021,Enterprise Tech
Snyk,7,1000,ServiceNow,United States,North America,07,2021,Enterprise Tech
Socure,5,647,"Accel, T. Rowe Price",United States,North America,10,2021,Financial Services
Solaris,2,490,Decisive Capital Management,Germany,Europe,09,2021,Financial Services
Solo.io,1,172,Altimeter Capital,United States,North America,02,2022,Enterprise Tech
Solugen,2,642,"Kinnevik, Lowercarbon Capital",United States,North America,04,2022,Industrials
Somatus,3,465,Wellington Management,United States,North America,07,2021,Healthcare & Life Sciences
SonarSource,5,457,"Advent International, General Catalyst",Switzerland,Europe,09,2021,Enterprise Tech
Sorare,4,739,SoftBank,France,Europe,11,2017,Media & Entertainment
Soterea,1,204,Ping An Capital,China,Asia,07,2021,Transpotation 
Souche,3,1000,"5Y Capital, Primavera Capital Group",China,Asia,12,2012,Industrials
SpaceX,125,9000,Mirae Asset Venture Investment,United States,North America,01,2022,Industrials
Spark Education Group,2,593,Trustbridge Partners,China,Asia,01,2022,Education
SparkCognition,1,286,"AEI Horizon X, Alan Howard",United States,North America,09,2021,Enterprise Tech
Spendesk,1,312,Tiger Global Management,France,Europe,11,2021,Enterprise Tech
Spiber Inc.,1,520,The Carlyle Group,Japan,Asia,01,2021,Industrials
Spinny,2,476,Sachin Tendulkar,India,Asia,05,2021,Industrials
Splashtop,1,114,Sapphire Ventures,United States,North America,02,2022,Enterprise Tech
SpotOn,4,918,Dragoneer Investment Group,United States,North America,09,2021,Financial Services
Spring Health,3,367,Kinnevik,United States,North America,06,2021,Healthcare & Life Sciences
Squirrel AI Learning,1,190,"SIG China (SIG Asia Investments), NGP Capital",China,Asia,10,2022,Education
SSENSE,4,0,Sequoia Capital China,Canada,North America,03,2022,Consumer & Retail
Stability AI,1,99,Intel Corporation,United Kingdom,Europe,02,2021,Enterprise Tech
Staffbase,1,307,General Atlantic,Germany,Europe,05,2021,Enterprise Tech
Standard Cognition,1,239,SoftBank Vision Fund,United States,North America,01,2021,Consumer & Retail
Star Charge,2,125,Hillhouse Capital Group,China,Asia,11,2021,Industrials
Starburst,3,414,Alkeon Capital,United States,North America,03,2021,Enterprise Tech
StarkWare Industries,8,261,"Alameda Research, Coatue",Israel,Asia,02,2021,Enterprise Tech
Stax,1,263,Fulcrum Equity Partners,United States,North America,06,2019,Financial Services
stc pay,1,200,Western Union,Saudi Arabia,Asia,09,2021,Financial Services
StockX,4,495,Altimeter Capital,United States,North America,01,2022,Consumer & Retail
Stord,1,325,Franklin Templeton Investments,United States,North America,07,2022,Industrials
StoreDot,2,206,"Ola Electric, Polestar",Israel,Asia,11,2020,Industrials
Stori,1,225,"BAI capital, GGV Capital",Mexico,North America,01,2014,Financial Services
Strava,2,152,"Sequoia Capital, TCV",United States,North America,11,2021,Healthcare & Life Sciences
Stripe,50,9000,"Andreessen Horowitz, Baillie Gifford",United States,North America,07,2019,Financial Services
Stytch,1,126,Coatue,United States,North America,05,2021,Enterprise Tech
Suning Sports,3,600,"Alibaba Group, Goldman Sachs",China,Asia,06,2020,Consumer & Retail
Sunwoda Electric Vehicle Battery,5,2000,"GAC Group, Li Auto",China,Asia,09,2022,Transpotation 
SVOLT,6,3000,Bank of China Group Investment,China,Asia,06,2018,Industrials
Swiftly,1,216,BRV Capital Management,United States,North America,10,2021,Consumer & Retail
Swiggy,11,4000,Invesco,India,Asia,11,2021,Consumer & Retail
Swile,1,326,SoftBank,France,Europe,05,2017,Enterprise Tech
Symphony Communication Services,1,511,"Mitsubishi UFJ Financial Group, Standard Chartered Bank",United States,North America,06,2023,Financial Services
Syniverse,3,753,Twilio,United States,North America,04,2021,Enterprise Tech
T3 Mobile Travel Services,1,3000,CITIC Capital Holdings,China,Asia,12,2021,Transpotation 
Tabby,2,394,Wellington Management,United Arab Emirates,Asia,10,2018,Financial Services
Tackle,1,148,"Andreessen Horowitz, Coatue",United States,North America,05,2022,Enterprise Tech
Talkdesk,10,497,Viking Global Investors,United States,North America,03,2015,Enterprise Tech
Tanium,9,775,Salesforce Ventures,United States,North America,03,2022,Enterprise Tech
Tarana Wireless,1,426,Digital Alpha,United States,North America,08,2021,Industrials
Tata Passenger Electric Mobility,9,988,TPG Rise Climate Fund,India,Asia,04,2022,Transpotation 
Taxfix,1,330,Ontario Teachers' Pension Plan,Germany,Europe,02,2021,Financial Services
Tealium,1,264,"Georgian, Silver Lake Waterman",United States,North America,08,2014,Enterprise Tech
Tebra,1,137,Golub Capital,United States,North America,10,2020,Healthcare & Life Sciences
TechStyle Fashion Group,1,336,Shining Capital,United States,North America,12,2019,Consumer & Retail
Tekion,4,435,"Alkeon Capital, Durable Capital Partners",United States,North America,05,2022,Industrials
Teld New Energy,1,396,"CDH Investments, China Reform Holdings Corporation",China,Asia,02,2022,Industrials
Teleport,1,169,Bessemer Venture Partners,United States,North America,03,2018,Enterprise Tech
Tencent Trusted Doctors,1,255,"Sequoia Capital China, Tencent",China,Asia,05,2021,Healthcare & Life Sciences
Tenstorrent,1,235,"Hyundai Motor Group, Samsung Catalyst Fund",Canada,North America,10,2018,Enterprise Tech
Terminus Technologies,1,623,Warburg Pincus,China,Asia,04,2022,Industrials
Tessera Therapeutics,2,532,"Alaska Permanent Fund, SoftBank Vision Fund",United States,North America,11,2021,Healthcare & Life Sciences
Teya,1,1000,Accel,United Kingdom,Europe,03,2022,Financial Services
thatgamecompany,1,189,"Sequoia Capital, TPG",United States,North America,11,2021,Media & Entertainment
The Bank of London,1,130,"14W, Mangrove Capital Partners",United Kingdom,Europe,11,2019,Financial Services
The Brandtech Group,2,610,Chrysalis Investments,United States,North America,04,2021,Enterprise Tech
The Zebra,1,257,Accel,United States,North America,06,2021,Insurance
Thirty Madison,1,210,HealthQuest Capital,United States,North America,05,2018,Healthcare & Life Sciences
Thought Machine,3,563,Temasek Holdings,United Kingdom,Europe,07,2020,Financial Services
ThoughtSpot,4,664,March Capital,United States,North America,09,2015,Enterprise Tech
Timescale,1,181,Tiger Global Management,United States,North America,10,2020,Enterprise Tech
Tipalti,8,549,G Squared,United States,North America,04,2019,Enterprise Tech
Toss,7,1000,Tonic Private Equity,South Korea,Asia,06,2021,Financial Services
Tractable,1,185,SoftBank Vision Fund,United Kingdom,Europe,05,2018,Insurance
Trade Republic,5,1000,Ontario Teachers' Pension Plan,Germany,Europe,10,2021,Financial Services
Tradeshift,2,931,HSBC,United States,North America,01,2022,Enterprise Tech
TradingView,3,339,Tiger Global Management,United Kingdom,Europe,05,2022,Financial Services
Transcarent,2,298,"Human Capital, Kinnevik",United States,North America,06,2021,Healthcare & Life Sciences
TransferMate,1,130,RPMI Railpen,Ireland,Europe,01,2017,Financial Services
Transmit Security,3,583,"General Atlantic, Insight Partners",United States,North America,01,2022,Enterprise Tech
Traveloka,3,1000,PTT Oil and Retail Business Public Company,Indonesia,Asia,07,2019,Consumer & Retail
TravelPerk,1,427,Kinnevik,Spain,Europe,02,2012,Enterprise Tech
Trendy International Group,2,200,L Catterton Asia,China,Asia,10,2018,Consumer & Retail
Tresata,1,51,GCP Capital Partners,United States,North America,08,2022,Financial Services
Tridge,3,114,DS Asset Management,South Korea,Asia,02,2022,Industrials
Tripledot Studios,1,252,The Twenty Minute VC,United Kingdom,Europe,10,2021,Media & Entertainment
TrueLayer,1,271,Tiger Global Management,United Kingdom,Europe,06,2021,Financial Services
Truepill,2,255,Oak HC/FT,United States,North America,07,2020,Healthcare & Life Sciences
Tuhu,1,875,Tencent,China,Asia,12,2021,Industrials
Tujia,2,755,"All-Stars Investment, Trip.com",China,Asia,06,2022,Consumer & Retail
Turntide Technologies,1,266,Climate Investment,United States,North America,06,2023,Industrials
Ualá,2,544,"SOFTBANK Latin America Ventures, Tencent",Argentina,South America,07,2016,Financial Services
Unacademy,3,789,Temasek Holdings,India,Asia,02,2022,Consumer & Retail
unico IDtech,3,337,"General Atlantic, SOFTBANK Latin America Ventures",Brazil,South America,07,2018,Enterprise Tech
Uniphore,3,607,New Enterprise Associates,United States,North America,10,2022,Enterprise Tech
Unisound,1,361,"China Internet Investment Fund, China Ministry of Finance",China,Asia,05,2022,Enterprise Tech
Uniswap,2,176,Polychain,United States,North America,03,2021,Financial Services
Unqork,2,365,BlackRock,United States,North America,08,2021,Insurance
Unstoppable Domains,1,72,Pantera Capital,United States,North America,02,2018,Media & Entertainment
UpGrad,2,662,Ronnie Screwvala,India,Asia,03,2021,Consumer & Retail
Upgrade,6,587,"Coatue, DST Global",United States,North America,04,2022,Financial Services
Uplight,2,0,"AES, Huck Capital",United States,North America,04,2022,Industrials
Upside,2,65,General Catalyst,United States,North America,11,2021,Consumer & Retail
UPSIDE Foods,1,598,"Abu Dhabi Growth Fund, Temasek Holdings",United States,North America,10,2015,Consumer & Retail
Upstox,4,143,Tiger Global Management,India,Asia,04,2021,Financial Services
Vagaro,1,163,FTV Capital,United States,North America,06,2022,Consumer & Retail
Vanta,2,203,CrowdStrike,United States,North America,04,2020,Enterprise Tech
Varo Money,3,987,Lone Pine Capital,United States,North America,06,2022,Financial Services
Vayyar,2,296,Koch Disruptive Technologies,Israel,Asia,04,2021,Industrials
Vectra,1,353,TCV,United States,North America,07,2007,Enterprise Tech
Vedantu,1,292,Orios Venture Partners,India,Asia,02,2022,Consumer & Retail
Veepee,1,0,Qatar Holding,France,Europe,12,2021,Consumer & Retail
Veho,2,299,"SoftBank Vision Fund, Tiger Global Management",United States,North America,02,2022,Consumer & Retail
Vendr,1,216,"Craft Ventures, SoftBank Vision Fund",United States,North America,06,2021,Enterprise Tech
Verbit,2,432,Third Point Ventures,United States,North America,01,2022,Enterprise Tech
Veriff,2,177,"Alkeon Capital, Tiger Global Management",Estonia,Europe,01,2020,Enterprise Tech
Verkada,3,444,Alkeon Capital,United States,North America,12,2020,Industrials
Vestiaire Collective,2,643,"Generation Investment Management, SoftBank Vision Fund",France,Europe,03,2020,Consumer & Retail
Via,4,887,83North,United States,North America,10,2021,Industrials
VideoAmp,1,382,"Ankona Capital Partners, The Spruce House Partnership",United States,North America,08,2016,Enterprise Tech
Vinted,5,562,EQT,Lithuania,Europe,12,2020,Consumer & Retail
VIPKID,5,1000,Tencent,China,Asia,03,2022,Consumer & Retail
Virta Health,2,373,Tiger Global Management,United States,North America,05,2021,Healthcare & Life Sciences
Visby Medical,1,328,Lightrock,United States,North America,06,2021,Healthcare & Life Sciences
VOI Technology,1,516,"The Raine Group, VNV Global",Sweden,Europe,08,2020,Industrials
VTS,2,312,Brookfield Growth,United States,North America,10,2021,Financial Services
Vuori,4,445,SoftBank Vision Fund,United States,North America,09,2022,Consumer & Retail
Wasabi Technologies,1,397,"Azura Partners, SiS Distribution Thailand",United States,North America,09,2021,Enterprise Tech
Watershed,1,139,"Kleiner Perkins, Sequoia Capital",United States,North America,02,2022,Enterprise Tech
Webflow,4,335,Y Combinator Continuity Fund,United States,North America,03,2021,Enterprise Tech
WeDoctor,7,1000,"Millennium Management, Sequoia Capital China",China,Asia,03,2019,Healthcare & Life Sciences
Weee!,4,863,SoftBank Vision Fund,United States,North America,10,2021,Consumer & Retail
wefox,5,1000,Squarepoint Capital,Germany,Europe,11,2017,Insurance
Weights & Biases,1,250,"Daniel Gross, Nat Friedman",United States,North America,04,2021,Enterprise Tech
WeLab,1,875,Allianz X,Hong Kong,Asia,12,2020,Financial Services
Wenheyou,2,91,IDG Capital,China,Asia,09,2021,Consumer & Retail
WeRide,5,1000,China Development Bank Capital,China,Asia,10,2020,Industrials
Whatnot,4,485,"CapitalG, DST Global",United States,North America,12,2019,Consumer & Retail
Wildlife Studios,3,260,Vulcan Capital,Brazil,South America,03,2021,Media & Entertainment
Wiz,10,900,"Greenoaks, Index Ventures",Israel,Asia,01,2021,Enterprise Tech
Womai,1,330,Taikang Insurance Group,China,Asia,06,2020,Consumer & Retail
Workato,6,415,Battery Ventures,United States,North America,06,2021,Enterprise Tech
Workhuman,1,9,Atlas Venture,Ireland,Europe,11,2021,Enterprise Tech
Workrise,3,722,Baillie Gifford,United States,North America,11,2022,Industrials
Worldcoin,3,125,Andreessen Horowitz,Germany,Europe,09,2021,Financial Services
Wrapbook,1,131,Tiger Global Management,United States,North America,06,2021,Media & Entertainment
Xendit,1,535,"Coatue, Insight Partners",Indonesia,Asia,03,2016,Financial Services
Xforceplus,1,200,Temasek Holdings,China,Asia,07,2021,Enterprise Tech
Xiaohongshu,20,918,"Temasek Holdings, Tencent",China,Asia,04,2018,Media & Entertainment
Xiaoice,1,138,Hillhouse Capital Group,China,Asia,07,2020,Media & Entertainment
Xiaozhu.com,1,572,"Advantech Capital, YF Capital",China,Asia,09,2020,Consumer & Retail
Xingsheng Youxuan,12,5000,Ontario Teachers' Pension Plan,China,Asia,08,2021,Consumer & Retail
Xpressbees,2,553,Teachers’ Venture Growth,India,Asia,06,2019,Consumer & Retail
Yanolja,9,2000,SoftBank Vision Fund,South Korea,Asia,10,2017,Consumer & Retail
Yidian Zixun,1,151,Long De Cheng Zhang Culture Communication,China,Asia,12,2021,Media & Entertainment
Yijiupi,1,511,Tencent,China,Asia,03,2018,Consumer & Retail
YipitData,1,492,The Carlyle Group,United States,North America,04,2018,Enterprise Tech
Yitu Technology,2,401,Yichang Boyue Investment Management,China,Asia,05,2017,Enterprise Tech
Yotpo,1,436,Shopify,United States,North America,03,2022,Consumer & Retail
Younited,1,444,"Bridgepoint, Goldman Sachs",France,Europe,03,2022,Financial Services
Youxia Motors,3,1000,Gezhi Asset Management,China,Asia,10,2021,Industrials
Yuga Labs,4,450,a16z crypto,United States,North America,03,2021,Media & Entertainment
Yunxuetang,1,389,Matrix Partners China,China,Asia,08,2022,Enterprise Tech
Zapier,4,1,"Steadfast Capital Management, Sequoia Capital ",United States,North America,11,2021,Enterprise Tech
Zebec,1,43,"Distributed Global, Solana Ventures",United States,North America,12,2020,Financial Services
Zego,1,282,"DST Global, General Catalyst",United Kingdom,Europe,08,2021,Insurance
ZenBusiness,2,277,Oak HC/FT,United States,North America,05,2021,Enterprise Tech
Zenoti,2,331,TPG,United States,North America,08,2021,Consumer & Retail
Zepto,1,598,"Goodwater Capital, Nexus Venture Partners",India,Asia,06,2017,Consumer & Retail
Zhaogang.com,1,379,West Fund,China,Asia,09,2023,Industrials
Zhipu AI,1,0,"Alibaba Group, Tencent",China,Asia,06,2022,Enterprise Tech
Zhuanzhuan,1,990,Xiaomi,China,Asia,11,2021,Consumer & Retail
Zhubajie,2,445,"Chongqing New North Zone Government Investment Fund, Cybernaut Venture Capital",China,Asia,05,2022,Enterprise Tech
ZigBang,2,282,Shinhan Venture Investment,South Korea,Asia,05,2019,Financial Services
Zihaiguo,1,80,Beijing Taikang Investment,China,Asia,01,2018,Consumer & Retail
Zilch,2,414,eBay Ventures,United Kingdom,Europe,08,2015,Financial Services
Zip,2,181,Y Combinator,United States,North America,06,2021,Enterprise Tech
Zipline,4,813,"Baillie Gifford, Katalyst Ventures",United States,North America,10,2021,Industrials
Ziroom,7,2000,SoftBank Vision Fund,China,Asia,07,2018,Consumer & Retail
Zocdoc,2,374,Francisco Partners,United States,North America,09,2020,Healthcare & Life Sciences
Zongmu,1,376,"Caitong Capital, Dongyang State-Owned Assets Investment",China,Asia,06,2021,Industrials
Zopa,1,886,SoftBank Vision Fund,United Kingdom,Europe,10,2021,Financial Services
Zuoyebang,10,3000,"FountainVest Partners, Tiger Global Management",China,Asia,07,2018,Consumer & Retail
Zwift,1,620,Kohlberg Kravis Roberts,United States,North America,09,2020,Healthcare & Life Sciences
